Temperature [_ C],Humidity [%],Soil moisture,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,pH,Health_Label
24.08,71.81,647.52,98,103,61,4.57,Non-Healthy
22.73,61.01,474.01,110,82,135,2.96,Healthy
26.53,82.31,628.95,82,62,121,3.4,Healthy
28.86,85.82,464.54,88,96,62,2.44,Non-Healthy
19.07,83.48,377.04,87,58,45,5.1,Healthy
20.21,73.68,310.58,111,50,68,5.59,Healthy
27.31,90.14,682.65,76,71,53,2.41,Non-Healthy
28.34,72.48,397.38,61,100,123,3.35,Healthy
26.23,78.84,328.36,84,47,90,5.6,Healthy
31.76,92.26,646.48,113,78,105,4.48,Non-Healthy
24.99,85.48,590.88,97,105,40,2.18,Non-Healthy
19.91,63.31,461.47,84,49,63,6.45,Healthy
27.61,87.2,448.32,63,82,117,6.58,Healthy
26.43,91.56,408.46,115,107,73,2.73,Non-Healthy
26.27,88.89,175.86,98,47,115,5.55,Healthy
25.64,76.69,518.75,103,43,115,5.67,Healthy
31.15,88.88,337.81,91,57,97,2.44,Non-Healthy
19.81,62.65,129.87,91,57,53,4.88,Non-Healthy
19.02,68.9,541.11,98,44,107,4.37,Healthy
20.16,90.34,195.0,78,51,46,2.25,Non-Healthy
21.43,61.45,582.79,73,48,102,4.5,Healthy
26.3,73.93,270.55,90,105,64,3.19,Healthy
26.57,90.12,460.12,64,75,131,2.17,Non-Healthy
21.26,75.6,450.46,69,108,93,3.07,Healthy
24.85,62.96,222.58,89,90,133,2.07,Non-Healthy
24.75,76.07,374.64,86,62,121,6.98,Healthy
24.34,85.63,595.04,110,62,54,5.31,Non-Healthy
29.25,71.07,683.75,95,54,133,4.89,Non-Healthy
24.6,91.73,130.54,95,75,72,5.76,Non-Healthy
28.62,92.93,205.06,91,109,93,4.27,Non-Healthy
20.33,65.87,478.11,72,53,45,4.71,Healthy
25.45,63.27,121.46,77,43,52,3.44,Healthy
29.54,70.48,559.63,68,81,117,5.81,Healthy
20.49,76.42,458.15,88,90,55,4.07,Healthy
24.51,65.5,510.26,75,98,74,6.27,Healthy
26.53,68.45,482.06,88,82,115,6.87,Healthy
20.59,92.67,467.43,100,49,88,2.67,Healthy
28.59,85.02,179.4,112,90,83,2.32,Non-Healthy
19.11,80.93,256.43,94,72,40,6.64,Healthy
31.25,84.78,389.07,80,80,106,2.28,Non-Healthy
24.56,60.1,313.95,78,105,121,6.96,Healthy
22.71,65.09,574.18,107,109,58,3.29,Healthy
19.64,84.21,511.66,60,95,131,6.45,Healthy
24.06,85.02,300.65,107,85,69,6.1,Healthy
27.24,89.85,671.63,79,75,44,2.12,Non-Healthy
19.32,80.49,493.66,72,61,131,5.22,Healthy
22.29,79.5,611.04,81,92,121,3.58,Non-Healthy
